4.999476327193750e-01 9.476764423183373e-02 2.822342548619076e-02 1.213070956512713e-02 6.628646508351594e-03 4.186161960627684e-03 2.893511672457915e-03 2.125207789659456e-03 1.630635099520134e-03 1.293290423703092e-03 1.052829066713332e-03 8.753714282559679e-04 7.406758206485531e-04 6.360338751661188e-04 5.531363997826140e-04 4.863631793697296e-04 4.318017517924385e-04 3.866601864353997e-04 3.489027708539292e-04 3.170168366510850e-04 2.898593962434660e-04 2.665538171473635e-04 2.464187026551833e-04 2.289179932402997e-04 2.136253472337502e-04 2.001983139471788e-04 1.883593388810967e-04 1.778816110356177e-04 1.685783916722669e-04 1.602948795485520e-04 1.529019468543097e-04 1.462912705346138e-04 1.403715154780818e-04 1.350653184567862e-04 1.303068873103401e-04 1.260400769792177e-04 1.222168381886809e-04 1.187959596688454e-04 1.157420433615716e-04 1.130246659412602e-04 1.106176904354860e-04 1.084986996774457e-04 1.066485294203339e-04 1.050508836476910e-04 1.036920182922870e-04 1.025604824592263e-04 1.016469085527241e-04 1.009438445446548e-04 1.004456231422282e-04 1.001482638552457e-04 1.000494050315479e-04 1.001482638552497e-04 1.004456231422277e-04 1.009438445446545e-04 1.016469085527244e-04 1.025604824592266e-04 1.036920182922868e-04 1.050508836476912e-04 1.066485294203348e-04 1.084986996774465e-04 1.106176904354860e-04 1.130246659412531e-04 1.157420433615708e-04 1.187959596688449e-04 1.222168381886808e-04 1.260400769792176e-04 1.303068873103401e-04 1.350653184567855e-04 1.403715154780811e-04 1.462912705346146e-04 1.529019468543097e-04 1.602948795485500e-04 1.685783916722669e-04 1.778816110356175e-04 1.883593388810964e-04 2.001983139471785e-04 2.136253472337503e-04 2.289179932402998e-04 2.464187026551840e-04 2.665538171473629e-04 2.898593962434660e-04 3.170168366510784e-04 3.489027708539264e-04 3.866601864353988e-04 4.318017517924388e-04 4.863631793697301e-04 5.531363997826139e-04 6.360338751661189e-04 7.406758206485518e-04 8.753714282559683e-04 1.052829066713332e-03 1.293290423703092e-03 1.630635099520132e-03 2.125207789659456e-03 2.893511672457915e-03 4.186161960627684e-03 6.628646508351594e-03 1.213070956512713e-02 2.822342548619075e-02 9.476764423183373e-02 
9.466291241274927e-02 3.732992357217786e-02 1.822218852801119e-02 9.944735279419591e-03 6.014129436900621e-03 3.965105974035574e-03 2.795967701338092e-03 2.075182792648154e-03 1.602091227542386e-03 1.275692279786559e-03 1.041324436643603e-03 8.674951108362935e-04 7.350773853834192e-04 6.319282514590658e-04 5.500446104505041e-04 4.839810209895058e-04 4.299293310606727e-04 3.851622486192698e-04 3.476854335349878e-04 3.160134556671537e-04 2.890217113034016e-04 2.658462524998250e-04 2.458146090538216e-04 2.283971158561292e-04 2.131720860346409e-04 1.998005072313256e-04 1.880073988361568e-04 1.775679003339082e-04 1.682967677568159e-04 1.600403573074961e-04 1.526704460125517e-04 1.460794244321521e-04 1.401765248461993e-04 1.348848385373321e-04 1.301389399300728e-04 1.258829814750700e-04 1.220691566978206e-04 1.186564534512791e-04 1.156096376595493e-04 1.128984214884086e-04 1.104967801750342e-04 1.083823895837260e-04 1.065361625629332e-04 1.049418668278092e-04 1.035858107184601e-04 1.024565860395348e-04 1.015448594583638e-04 1.008432057667531e-04 1.003459778047237e-04 1.000492090845078e-04 9.995054620733947e-05 1.000492090845080e-04 1.003459778047234e-04 1.008432057667533e-04 1.015448594583641e-04 1.024565860395347e-04 1.035858107184603e-04 1.049418668278095e-04 1.065361625629336e-04 1.083823895837270e-04 1.104967801750342e-04 1.128984214884083e-04 1.156096376595495e-04 1.186564534512793e-04 1.220691566978199e-04 1.258829814750701e-04 1.301389399300728e-04 1.348848385373323e-04 1.401765248461998e-04 1.460794244321530e-04 1.526704460125517e-04 1.600403573074955e-04 1.682967677568161e-04 1.775679003339075e-04 1.880073988361567e-04 1.998005072313255e-04 2.131720860346412e-04 2.283971158561285e-04 2.458146090538217e-04 2.658462524998250e-04 2.890217113034016e-04 3.160134556671550e-04 3.476854335349855e-04 3.851622486192696e-04 4.299293310606728e-04 4.839810209895057e-04 5.500446104505037e-04 6.319282514590659e-04 7.350773853834192e-04 8.674951108362929e-04 1.041324436643603e-03 1.275692279786560e-03 1.602091227542385e-03 2.075182792648154e-03 2.795967701338092e-03 3.965105974035575e-03 6.014129436900621e-03 9.944735279419591e-03 1.822218852801119e-02 3.732992357217786e-02 
2.813816498970170e-02 1.818078747430352e-02 1.142672744761860e-02 7.374802942546018e-03 4.957813228653945e-03 3.484922971525316e-03 2.554565926835268e-03 1.942435787262228e-03 1.523391063394389e-03 1.226069411212871e-03 1.008419253270023e-03 8.447494332577039e-04 7.187983261992380e-04 6.199288172781176e-04 5.409728578828973e-04 4.769699278312639e-04 4.244049191489143e-04 3.807338684975550e-04 3.440806557054111e-04 3.130381502707089e-04 2.865348538612093e-04 2.637436087718865e-04 2.440179231700356e-04 2.268467948573746e-04 2.118221560060993e-04 1.986150755071808e-04 1.869581333591110e-04 1.766322076864645e-04 1.674564586148001e-04 1.592806568412066e-04 1.519792516580731e-04 1.454467432453957e-04 1.395940427208078e-04 1.343455872778667e-04 1.296370376620993e-04 1.254134285230763e-04 1.216276737749883e-04 1.182393523806618e-04 1.152137172888727e-04 1.125208832442924e-04 1.101351590167238e-04 1.080344970915368e-04 1.062000396266542e-04 1.046157439492352e-04 1.032680743577909e-04 1.021457497509231e-04 1.012395387995971e-04 1.005420961503461e-04 1.000478345947462e-04 9.975282934558010e-05 9.965475158497288e-05 9.975282934558032e-05 1.000478345947464e-04 1.005420961503458e-04 1.012395387995971e-04 1.021457497509232e-04 1.032680743577909e-04 1.046157439492357e-04 1.062000396266543e-04 1.080344970915375e-04 1.101351590167238e-04 1.125208832442934e-04 1.152137172888721e-04 1.182393523806620e-04 1.216276737749883e-04 1.254134285230763e-04 1.296370376620992e-04 1.343455872778665e-04 1.395940427208078e-04 1.454467432453957e-04 1.519792516580731e-04 1.592806568412062e-04 1.674564586148001e-04 1.766322076864643e-04 1.869581333591110e-04 1.986150755071803e-04 2.118221560060993e-04 2.268467948573747e-04 2.440179231700352e-04 2.637436087718865e-04 2.865348538612093e-04 3.130381502707074e-04 3.440806557054113e-04 3.807338684975545e-04 4.244049191489138e-04 4.769699278312640e-04 5.409728578828969e-04 6.199288172781176e-04 7.187983261992376e-04 8.447494332577035e-04 1.008419253270023e-03 1.226069411212871e-03 1.523391063394388e-03 1.942435787262228e-03 2.554565926835268e-03 3.484922971525316e-03 4.957813228653945e-03 7.374802942546017e-03 1.142672744761860e-02 1.818078747430352e-02 
1.205508691526721e-02 9.888779482031283e-03 7.348979023248101e-03 5.353444944078559e-03 3.928217295036984e-03 2.937117991015103e-03 2.247400098197668e-03 1.760633677849016e-03 1.410155073754145e-03 1.152229119785767e-03 9.582908298959585e-04 8.095068422543057e-04 6.932570222441252e-04 6.009217855575049e-04 5.264963349781074e-04 4.657157969137553e-04 4.154950516067017e-04 3.735639411576504e-04 3.382254221525032e-04 3.081923378235041e-04 2.824753309474424e-04 2.603045981978036e-04 2.410744157638679e-04 2.243032345648124e-04 2.096045838653624e-04 1.966655862760414e-04 1.852309053853340e-04 1.750906202163355e-04 1.660709719010052e-04 1.580272346780878e-04 1.508381745541112e-04 1.444017062527087e-04 1.386314629829801e-04 1.334540676751902e-04 1.288069477579109e-04 1.246365744455214e-04 1.208970360888776e-04 1.175488763374762e-04 1.145581437135338e-04 1.118956111519622e-04 1.095361331460393e-04 1.074581150986730e-04 1.056430748521717e-04 1.040752805500156e-04 1.027414522636891e-04 1.016305174131570e-04 1.007334120843260e-04 1.000429220245902e-04 9.955355847340622e-05 9.926146513280411e-05 9.916435356143892e-05 9.926146513280435e-05 9.955355847340603e-05 1.000429220245901e-04 1.007334120843260e-04 1.016305174131570e-04 1.027414522636890e-04 1.040752805500154e-04 1.056430748521712e-04 1.074581150986732e-04 1.095361331460393e-04 1.118956111519629e-04 1.145581437135341e-04 1.175488763374764e-04 1.208970360888775e-04 1.246365744455216e-04 1.288069477579109e-04 1.334540676751901e-04 1.386314629829803e-04 1.444017062527088e-04 1.508381745541112e-04 1.580272346780871e-04 1.660709719010051e-04 1.750906202163352e-04 1.852309053853339e-04 1.966655862760412e-04 2.096045838653623e-04 2.243032345648122e-04 2.410744157638684e-04 2.603045981978041e-04 2.824753309474424e-04 3.081923378235041e-04 3.382254221525025e-04 3.735639411576501e-04 4.154950516067016e-04 4.657157969137551e-04 5.264963349781071e-04 6.009217855575046e-04 6.932570222441255e-04 8.095068422543056e-04 9.582908298959585e-04 1.152229119785767e-03 1.410155073754145e-03 1.760633677849016e-03 2.247400098197669e-03 2.937117991015103e-03 3.928217295036984e-03 5.353444944078559e-03 7.348979023248100e-03 9.888779482031283e-03 
6.557158649146471e-03 5.952820408565230e-03 4.917239218182658e-03 3.909507563229379e-03 3.074587291637744e-03 2.425275948657699e-03 1.932623385149088e-03 1.560922044621888e-03 1.279183881488665e-03 1.063499494898788e-03 8.963130250914794e-04 7.649845808530677e-04 6.604522043050500e-04 5.761922265276579e-04 5.074675123986701e-04 4.508003580658108e-04 4.036069861717299e-04 3.639442571606263e-04 3.303332363587463e-04 3.016352641019280e-04 2.769640249784575e-04 2.556224786093486e-04 2.370571179918606e-04 2.208244276748615e-04 2.065660227219039e-04 1.939900304940381e-04 1.828570092548267e-04 1.729691975759934e-04 1.641622332840816e-04 1.562987207543135e-04 1.492631941684853e-04 1.429581442145762e-04 1.373008616206938e-04 1.322209130681623e-04 1.276581103920477e-04 1.235608673726657e-04 1.198848632102130e-04 1.165919503221530e-04 1.136492580879446e-04 1.110284547897623e-04 1.087051381278447e-04 1.066583309557286e-04 1.048700637460170e-04 1.033250291030892e-04 1.020102966393618e-04 1.009150789172759e-04 1.000305410743374e-04 9.934964830369556e-05 9.886704664297913e-05 9.857897359622684e-05 9.848319603076271e-05 9.857897359622680e-05 9.886704664297923e-05 9.934964830369565e-05 1.000305410743374e-04 1.009150789172760e-04 1.020102966393615e-04 1.033250291030891e-04 1.048700637460173e-04 1.066583309557287e-04 1.087051381278447e-04 1.110284547897623e-04 1.136492580879446e-04 1.165919503221529e-04 1.198848632102131e-04 1.235608673726657e-04 1.276581103920477e-04 1.322209130681622e-04 1.373008616206938e-04 1.429581442145763e-04 1.492631941684853e-04 1.562987207543134e-04 1.641622332840816e-04 1.729691975759931e-04 1.828570092548266e-04 1.939900304940378e-04 2.065660227219036e-04 2.208244276748615e-04 2.370571179918604e-04 2.556224786093484e-04 2.769640249784575e-04 3.016352641019282e-04 3.303332363587461e-04 3.639442571606265e-04 4.036069861717299e-04 4.508003580658108e-04 5.074675123986699e-04 5.761922265276577e-04 6.604522043050500e-04 7.649845808530677e-04 8.963130250914794e-04 1.063499494898789e-03 1.279183881488664e-03 1.560922044621888e-03 1.932623385149088e-03 2.425275948657699e-03 3.074587291637744e-03 3.909507563229379e-03 4.917239218182657e-03 5.952820408565231e-03 
4.116554932782511e-03 3.901569433138085e-03 3.435866901986844e-03 2.905571975317708e-03 2.410627533960309e-03 1.987848975526447e-03 1.641984070179863e-03 1.364701567529811e-03 1.144013733168388e-03 9.683173012732376e-04 8.277811741000754e-04 7.145638520308299e-04 6.225901129726848e-04 5.472134229466222e-04 4.848931816271054e-04 4.329270726075996e-04 3.892426729335092e-04 3.522400917938939e-04 3.206748312476017e-04 2.935710434828552e-04 2.701572903430048e-04 2.498188093727973e-04 2.320618577869763e-04 2.164869070368917e-04 2.027683486042738e-04 1.906390161286867e-04 1.798782928298810e-04 1.703029061809143e-04 1.617597510793707e-04 1.541202552806460e-04 1.472759258169954e-04 1.411348061456762e-04 1.356186404754789e-04 1.306605909241588e-04 1.262033896927119e-04 1.221978357494525e-04 1.186015660634682e-04 1.153780469888367e-04 1.124957432643921e-04 1.099274311961946e-04 1.076496296188617e-04 1.056421276948631e-04 1.038875928848880e-04 1.023712457890588e-04 1.010805912304388e-04 1.000051970895560e-04 9.913651412453650e-05 9.846773142045731e-05 9.799366327749752e-05 9.771066432849641e-05 9.761657051933785e-05 9.771066432849639e-05 9.799366327749759e-05 9.846773142045716e-05 9.913651412453656e-05 1.000051970895561e-04 1.010805912304387e-04 1.023712457890590e-04 1.038875928848879e-04 1.056421276948634e-04 1.076496296188617e-04 1.099274311961949e-04 1.124957432643921e-04 1.153780469888369e-04 1.186015660634683e-04 1.221978357494525e-04 1.262033896927119e-04 1.306605909241587e-04 1.356186404754789e-04 1.411348061456763e-04 1.472759258169954e-04 1.541202552806460e-04 1.617597510793707e-04 1.703029061809141e-04 1.798782928298810e-04 1.906390161286866e-04 2.027683486042740e-04 2.164869070368916e-04 2.320618577869764e-04 2.498188093727971e-04 2.701572903430048e-04 2.935710434828552e-04 3.206748312476015e-04 3.522400917938938e-04 3.892426729335090e-04 4.329270726075996e-04 4.848931816271053e-04 5.472134229466223e-04 6.225901129726848e-04 7.145638520308299e-04 8.277811741000754e-04 9.683173012732377e-04 1.144013733168388e-03 1.364701567529811e-03 1.641984070179863e-03 1.987848975526447e-03 2.410627533960309e-03 2.905571975317708e-03 3.435866901986844e-03 3.901569433138085e-03 
2.824864368074846e-03 2.731353755320470e-03 2.500421135567714e-03 2.207108883470617e-03 1.906917018063635e-03 1.629956502363932e-03 1.388309093352649e-03 1.183872818741167e-03 1.013710337692155e-03 8.731099035674899e-04 7.571331336536702e-04 6.612925254520597e-04 5.817755565500572e-04 5.154552990786288e-04 4.598144465080825e-04 4.128447382017675e-04 3.729492041616116e-04 3.388574290376486e-04 3.095560586005839e-04 2.842334548123456e-04 2.622363041730697e-04 2.430358603383409e-04 2.262017576796093e-04 2.113816938483714e-04 1.982856314835968e-04 1.866734711869099e-04 1.763453917203869e-04 1.671342439927039e-04 1.588995317514469e-04 1.515226231766291e-04 1.449029217795877e-04 1.389547886417950e-04 1.336050561402834e-04 1.287910097616603e-04 1.244587423150966e-04 1.205618059946059e-04 1.170601039382038e-04 1.139189753987038e-04 1.111084382833703e-04 1.086025603148398e-04 1.063789359221942e-04 1.044182505718528e-04 1.027039178829399e-04 1.012217777612103e-04 9.995984609784386e-05 9.890810844376408e-05 9.805835158667645e-05 9.740402820474859e-05 9.694015080923819e-05 9.666321206732090e-05 9.657112935562202e-05 9.666321206732093e-05 9.694015080923826e-05 9.740402820474864e-05 9.805835158667648e-05 9.890810844376415e-05 9.995984609784380e-05 1.012217777612103e-04 1.027039178829400e-04 1.044182505718527e-04 1.063789359221942e-04 1.086025603148400e-04 1.111084382833703e-04 1.139189753987038e-04 1.170601039382039e-04 1.205618059946059e-04 1.244587423150965e-04 1.287910097616601e-04 1.336050561402833e-04 1.389547886417949e-04 1.449029217795877e-04 1.515226231766291e-04 1.588995317514470e-04 1.671342439927039e-04 1.763453917203869e-04 1.866734711869097e-04 1.982856314835966e-04 2.113816938483712e-04 2.262017576796092e-04 2.430358603383407e-04 2.622363041730697e-04 2.842334548123453e-04 3.095560586005840e-04 3.388574290376487e-04 3.729492041616117e-04 4.128447382017676e-04 4.598144465080825e-04 5.154552990786288e-04 5.817755565500573e-04 6.612925254520596e-04 7.571331336536702e-04 8.731099035674900e-04 1.013710337692155e-03 1.183872818741167e-03 1.388309093352649e-03 1.629956502363932e-03 1.906917018063635e-03 2.207108883470617e-03 2.500421135567714e-03 2.731353755320470e-03 
2.057108564996445e-03 2.009971171541409e-03 1.885073847752672e-03 1.714297881928213e-03 1.526950524295025e-03 1.343051603282197e-03 1.173674498211347e-03 1.023514217771387e-03 8.934053281946922e-04 7.821495101077249e-04 6.876632080135780e-04 6.076271014000363e-04 5.398166878996663e-04 4.822461885189392e-04 4.332113479453763e-04 3.912821457716512e-04 3.552739228087594e-04 3.242118692092957e-04 2.972961149886235e-04 2.738704998985479e-04 2.533959691006271e-04 2.354285280685903e-04 2.196012663956712e-04 2.056098324069717e-04 1.932007512360984e-04 1.821620467456286e-04 1.723157119605821e-04 1.635116548975933e-04 1.556228192883015e-04 1.485412406376594e-04 1.421748477318992e-04 1.364448595019849e-04 1.312836586931821e-04 1.266330486504903e-04 1.224428190615153e-04 1.186695618297880e-04 1.152756902916298e-04 1.122286244594451e-04 1.095001124397064e-04 1.070656640764042e-04 1.049040775536742e-04 1.029970434213103e-04 1.013288134910717e-04 9.988592445127451e-05 9.865696798786155e-05 9.763240078041735e-05 9.680438903894115e-05 9.616668332293091e-05 9.571452028753215e-05 9.544454877171945e-05 9.535477831325930e-05 9.544454877171945e-05 9.571452028753224e-05 9.616668332293086e-05 9.680438903894112e-05 9.763240078041737e-05 9.865696798786150e-05 9.988592445127456e-05 1.013288134910716e-04 1.029970434213102e-04 1.049040775536742e-04 1.070656640764042e-04 1.095001124397064e-04 1.122286244594451e-04 1.152756902916298e-04 1.186695618297879e-04 1.224428190615153e-04 1.266330486504902e-04 1.312836586931821e-04 1.364448595019849e-04 1.421748477318992e-04 1.485412406376594e-04 1.556228192883014e-04 1.635116548975932e-04 1.723157119605822e-04 1.821620467456285e-04 1.932007512360983e-04 2.056098324069714e-04 2.196012663956710e-04 2.354285280685902e-04 2.533959691006271e-04 2.738704998985478e-04 2.972961149886237e-04 3.242118692092958e-04 3.552739228087595e-04 3.912821457716511e-04 4.332113479453761e-04 4.822461885189392e-04 5.398166878996664e-04 6.076271014000362e-04 6.876632080135780e-04 7.821495101077249e-04 8.934053281946922e-04 1.023514217771387e-03 1.173674498211347e-03 1.343051603282197e-03 1.526950524295025e-03 1.714297881928213e-03 1.885073847752672e-03 2.009971171541409e-03 
1.562877610664563e-03 1.536510545300797e-03 1.463889357615018e-03 1.359543198156944e-03 1.239010261712442e-03 1.114740536238774e-03 9.950307988045508e-04 8.845554770442508e-04 7.853766073898695e-04 6.978935484842973e-04 6.215606949098145e-04 5.553686641874408e-04 4.981398525218590e-04 4.486955029417940e-04 4.059407815129926e-04 3.689008276385669e-04 3.367293150321665e-04 3.087027881035634e-04 2.842085442195266e-04 2.627303864321777e-04 2.438345034888746e-04 2.271565410260058e-04 2.123902677003017e-04 1.992778935578771e-04 1.876019304964397e-04 1.771784159336724e-04 1.678513040994017e-04 1.594878382921461e-04 1.519747374360035e-04 1.452150536363015e-04 1.391255803140658e-04 1.336347111746415e-04 1.286806681387178e-04 1.242100314095038e-04 1.201765173063051e-04 1.165399596996261e-04 1.132654591885670e-04 1.103226708953850e-04 1.076852072018819e-04 1.053301361609745e-04 1.032375598860200e-04 1.013902601150662e-04 9.977340050087923e-05 9.837427709819967e-05 9.718211009402259e-05 9.618787112461353e-05 9.538414160080539e-05 9.476499836642655e-05 9.432592378065503e-05 9.406373797422070e-05 9.397655160718832e-05 9.406373797422076e-05 9.432592378065500e-05 9.476499836642653e-05 9.538414160080542e-05 9.618787112461354e-05 9.718211009402246e-05 9.837427709819967e-05 9.977340050087920e-05 1.013902601150663e-04 1.032375598860200e-04 1.053301361609745e-04 1.076852072018819e-04 1.103226708953851e-04 1.132654591885671e-04 1.165399596996262e-04 1.201765173063051e-04 1.242100314095038e-04 1.286806681387178e-04 1.336347111746415e-04 1.391255803140658e-04 1.452150536363015e-04 1.519747374360035e-04 1.594878382921460e-04 1.678513040994017e-04 1.771784159336724e-04 1.876019304964397e-04 1.992778935578771e-04 2.123902677003016e-04 2.271565410260057e-04 2.438345034888746e-04 2.627303864321777e-04 2.842085442195266e-04 3.087027881035633e-04 3.367293150321664e-04 3.689008276385669e-04 4.059407815129926e-04 4.486955029417939e-04 4.981398525218589e-04 5.553686641874408e-04 6.215606949098145e-04 6.978935484842973e-04 7.853766073898695e-04 8.845554770442509e-04 9.950307988045505e-04 1.114740536238774e-03 1.239010261712442e-03 1.359543198156944e-03 1.463889357615018e-03 1.536510545300797e-03 
1.225759542034758e-03 1.209864579867945e-03 1.165079211601884e-03 1.098513589618280e-03 1.018620796244866e-03 9.330069898747402e-04 8.474391940977324e-04 7.657343250408422e-04 6.900786658834484e-04 6.214665329710394e-04 5.601031496685625e-04 5.057179498236276e-04 4.577851363635481e-04 4.156678425669713e-04 3.787061949810874e-04 3.462671281811267e-04 3.177695630631713e-04 2.926945110045124e-04 2.705864544175719e-04 2.510500391098393e-04 2.337445425174036e-04 2.183775602425824e-04 2.046987115710216e-04 1.924937739135789e-04 1.815794258804985e-04 1.717986483471820e-04 1.630167631838796e-04 1.551180555381860e-04 1.480029123784230e-04 1.415854081531894e-04 1.357912723892416e-04 1.305561806438885e-04 1.258243176589328e-04 1.215471688758671e-04 1.176825031996072e-04 1.141935158513510e-04 1.110481052932720e-04 1.082182625801127e-04 1.056795551726022e-04 1.034106903242920e-04 1.013931457155979e-04 9.961085713844121e-05 9.804995480441962e-05 9.669854132151877e-05 9.554650561223026e-05 9.458536807433401e-05 9.380815315207129e-05 9.320928622132512e-05 9.278451232408363e-05 9.253083483707994e-05 9.244647264606247e-05 9.253083483707996e-05 9.278451232408365e-05 9.320928622132504e-05 9.380815315207131e-05 9.458536807433398e-05 9.554650561223026e-05 9.669854132151879e-05 9.804995480441967e-05 9.961085713844125e-05 1.013931457155979e-04 1.034106903242920e-04 1.056795551726022e-04 1.082182625801126e-04 1.110481052932720e-04 1.141935158513510e-04 1.176825031996072e-04 1.215471688758671e-04 1.258243176589328e-04 1.305561806438885e-04 1.357912723892416e-04 1.415854081531894e-04 1.480029123784230e-04 1.551180555381860e-04 1.630167631838796e-04 1.717986483471820e-04 1.815794258804984e-04 1.924937739135788e-04 2.046987115710216e-04 2.183775602425824e-04 2.337445425174036e-04 2.510500391098394e-04 2.705864544175718e-04 2.926945110045124e-04 3.177695630631714e-04 3.462671281811266e-04 3.787061949810874e-04 4.156678425669712e-04 4.577851363635482e-04 5.057179498236277e-04 5.601031496685625e-04 6.214665329710394e-04 6.900786658834484e-04 7.657343250408425e-04 8.474391940977324e-04 9.330069898747402e-04 1.018620796244866e-03 1.098513589618280e-03 1.165079211601884e-03 1.209864579867945e-03 
